商品评论,情感分析结果,评价倾向
非常感谢京东大力发展图书文化，这次活动期间为家里宝的成长购买了好多再平台能到么优惠又实。,0.999032415677319,喜欢
不错，便宜好用。参加活动购买比实体店惠多了现在东西基本都京省钱,0.983793923712893,喜欢
用料非常扎实 做工精细设计合理美观物流很快满意,0.9999374058017342,喜欢
不好看，水墨的颜色太喜欢,0.7673304241859394,喜欢
书质量很好，图画也精美,0.9611792961559061,喜欢
印刷质量很好，快递也！,0.38524173627718983,不喜欢
九十本，连续买了很多。是划算推荐同事也,0.7908381905694932,喜欢
东西不错，都很喜欢啊下次还会买一些的。送人,0.9782686945038971,喜欢
千里迢几经周转很快从上海来到身边，货物完好无损感谢京东各工序人员的辛勤作。书是布面硬精装帧典雅、印良版式设计及纸张选用都先买《冷月孤灯.静远楼读史》看有机会再曾国藩之洞杨度以唐浩明评点家日记奏折信诗文语录等藏系列（一起还了梁实秋舍谈吃价时忘发图片在这儿捎带着供大参考）,0.999999990011002,喜欢
推荐喜欢曾国藩的朋友先从唐浩明评点系列入手，这套广东人民出版社精装很好遗憾是没有《文正公嘉言炒》觉得语录全已（67册加一本静远楼读史共8原价390=15.2折。晚清三部曲4）书低于可以听说用神券做到元真厉害我能格就了,0.9999991692337246,喜欢
终于又有活动了，遗憾此次优惠的书范围些小买着不过瘾。感谢jd送货师傅,0.9067731999730757,喜欢
这几年关于曾氏的书籍在各大店甚至地摊上都非常热销，既如此肯定有它道理买来看下顺便收藏。京东快递给力头天中午单第二货为小哥速度和工作情点赞！近期太多没得及细只发现用纸很棒封面不是布而硬板印刷仿效果,0.6772327386179922,喜欢
看外表没有损坏，内容还不过对这次的运输是很满意箱子偏大被压扁了好书籍。,0.10362936036198767,不喜欢
比预计的到货早，京东速度。书不错收下这个版本慢读吧,0.673107751168056,喜欢
送货快，包装好内容精印刷美字体大优惠多确实下次来京东棒。,0.985934866577933,喜欢
推荐喜欢曾国藩的朋友先从唐浩明评点系列入手，这套广东人民出版社精装很好遗憾是没有《文正公嘉言钞》觉得语录炒全已（67册加一本静远楼读史共8原价390=15.2折。晚清三部曲4）书低于可以听说用神券做到元真厉害我能格就了,0.9999990772337319,喜欢
非常好！送货快可惜卷过期了，要不肯定多买点…,0.7819101289129949,喜欢
很好呢,0.7795229979671993,喜欢
挺好的，印刷质量不错内容参考价值高。,0.9795842571824948,喜欢
很不错，这本书市面上已经难买到农业出版社在一次算是嘉惠学林,0.9912769902409676,喜欢
这种类目的书可不多见啊。,0.5874491713541246,一般
世界的和平与稳定，你时候我人,0.9910540814938825,喜欢
商品满意,0.6692256659901065,喜欢
网上购物选择京东，就是因为流真很棒！包装好速度快送货门递小哥服务态超质量不错。,0.9998818861044497,喜欢
英语老师给我们推荐的，内容简介、很全面里故事有趣六年级学生也可以做一些试哦～强烈大家这款好货！,0.9998742662987951,喜欢
好评嗯而且速度快,0.8421255755885473,喜欢
阅读材料时效性强，题广泛型丰富多样值得拥有,0.9985702783769939,喜欢
很好，速度快质检棒,0.9952006474668819,喜欢
超级划算！好值得拥有下次还会再来,0.9888564663589093,喜欢
是正版，书感觉不错很喜欢。送货快速包装好,0.9946317109223142,喜欢
难度不大，对孩子来说词汇少的可能些。,0.8055076880600766,喜欢
现在家里大小商品都京东买了，不用出门送货到?,0.8282161653845701,喜欢
购买方便，内容详细,0.6609369290810555,喜欢
书的质量不错，印刷比较清晰。,0.9561915028506509,喜欢
自从有了京东…书店超市能不去的都,0.6266320692752114,喜欢
梁晓声的大长篇小说都看了，短也陆续一些这本次性补全非常不错,0.9799364962755718,喜欢
该书本总的来说还是不错，质量可以刚好适合自己要求。,0.9857602446982522,喜欢
"""内容很棒，书也做的精致,喜欢！""",0.9887620475409706,喜欢
物流很给力，看过一本梁晓声的书追,0.6125886554831741,喜欢
书很好，喜欢,0.9174599498868048,喜欢
信任京东图书，是正版包装结实物流很快。,0.880480228213752,喜欢
京东很给力！再赞一个,0.9266937855671538,喜欢
体会不一样的论语！精彩,0.3051688480239664,不喜欢
不错的书籍,0.9527226218927765,喜欢
国内首部日军联队专著，怎能不来一发?照片很多图幅较大也比清晰属于崎峻典型的史,0.8868267695189426,喜欢
总体来说内容不错，科普类读物,0.9997768338572358,喜欢
这本书的品相还是很好，绝对全。也就说封面平新没有折角印刷精致美丽大方当然漂亮啦要到得它正文啊！每一页上都字呢个能看清楚最难可贵规整脱、漏现象出细在已经评论完了至此环节以打高分 接下来我们该些什么内容？包装运输价格觉先从起吧基于几点给,0.9998922614713595,喜欢
经典作品，内容精彩值得购买。,0.9810818895612518,喜欢
《太平洋战争中的日本陆军联队全史》以期间为著述对象，*主要作力量步兵、炮和车研究介绍其编制构成武器装备斗路线与役行动相结合并配关历地图照片讲了各在程揭示从诞生发展直至覆灭过。,0.9999988147704263,喜欢
经常在京东买书，就是因为实惠质量好。物流块,0.9116213171327943,喜欢
必须讲京东这次的外包装太给力了，书内容很好发货速度快！,0.7377813306757836,喜欢
好书！很喜欢,0.9174599498868048,喜欢
纸张质量和印刷非常满意，全铜版厚重工整16开大本字迹有点小但很清晰只是对内容不所以给3星原因文题这史联队的片段而且太平洋战争一个作者章组织结构反规通部历编写应该视角从始到终按时间顺序来（指党卫军、25就样）书照94-此每描参加某型役分之前没怎么发展壮也后去了哪里任何都可能独立完成述至少半篇幅其他并站在略局位置长士兵官生斗经细节基无浏览起感觉奇怪看差别面图美拍摄日自己解各具体情况要为好会选择退货。建议观下靖国神社那取些多,0.9998584058057675,喜欢
不错，挺好的很喜欢。,0.9905528715870958,喜欢
感觉还是比较实用，有一定帮助。,0.735422095866977,喜欢
书的质量很好，内容还不错值得购买信赖京东！,0.9996923815601048,喜欢
孩子非常喜欢，每天都会看几页爱不释手。,0.9114282488457439,喜欢
这个系列的著作堪称经典，无论纸张还是印刷都不错阅读收藏完美。就有点贵！,0.9999595688826618,喜欢
很好的书，几位作者之前品都拜读过不错值得推荐。,0.9996709906173179,喜欢
很好的书，物流快。还会买,0.9398590175424633,喜欢
还不错，挺好的。就是找到总复习,0.9992082078304455,喜欢
内容很好，案例具体巧妙。,0.9756631820040957,喜欢
不怎么好，没想到这薄字体还挺大样整本书的内容就显得太少了！,0.3826256136708339,不喜欢
好评，五星满凑字,0.3515175804877758,不喜欢
买来看啦，老师推荐的,0.9307749679630031,喜欢
有点儿意思。,0.48571428571428577,一般
"""又好，快",0.8125962075411787,喜欢
,0.5262327818078083,一般
"推荐!?""",0.6078556291471525,喜欢
还行吧啊,0.7194444444444446,喜欢
价给便宜，书的质量也不错！,0.9782512546046652,喜欢
书籍还不错，对写论文有些参考价值,0.9887969495366394,喜欢
书的质量是不错，但这个字应该从整篇文章中抠出来专门写单所以有些收笔比较奇怪总体还很高水准,0.8863146903683299,喜欢
蛮好的，知识通俗易懂分析到位虽然~人有点讨厌但管理还是总结。1.全面对于一个初入职场不久来说太深奥也看而这本书则很解释了权威夜渐微凉繁花落地成霜你在我远房眺望耗尽所目光思量自难相忘,0.9999999528953858,喜欢
不错，很喜欢,0.9601924379508338,喜欢
分级阅读，逐步提升水平还有听力给,0.994666649039227,喜欢
速度超快，物流好给力,0.9849269655708176,喜欢
物流太给力了，过年,0.30261801549957645,不喜欢
送货快,0.7581437200416804,喜欢
还不错哦，妈已经开始学起来了,0.9435981201768141,喜欢
印刷清晰，纸张厚实正文字体大视觉效果好物流给力！内容丰富。很的版本五分,0.9883730620683235,喜欢
送货超级快，这就是我喜欢京东的理由！在购物车里放了近一年多终于趁活动下手。值,0.985014938002854,喜欢
好书，有前人注解没翻译。博大精深需要花时间仔细阅读理学入门物,0.9996603071582089,喜欢
送货很快。书的质量好,0.9538265338903029,喜欢
不错，这个装帧很喜欢就是怕耐脏。了解理学之阶梯唯一的朱熹为什么没有收录邵雍语,0.9977141832931675,喜欢
很好的书，印刷清晰。内容棒各方面都满意！,0.9974979905084902,喜欢
国学经典之书，装帧设计也非常好。,0.9715684094628877,喜欢
京东自营！品质保证,0.4936952186507909,一般
国学经典，必读书目很好。,0.9892913657895173,喜欢
物流迅速，价格便宜值得购买！,0.9157592646215569,喜欢
小学生的必读书目，给孩子买回家。再慢一本看,0.8308040845245519,喜欢
画面精美，封手感很特别值得收藏！这是一个长故事的绘本有了图案内容变更加明白易懂。,0.9999118920572693,喜欢
不错，很好给娃囤的京东价格力,0.9812261638670091,喜欢
孩子喜欢，一直这里买书。,0.9067460988499135,喜欢
好,0.6558628208940429,喜欢
书的包装和纸质还不错，没有味道孩子很喜欢,0.9846891490034775,喜欢
一如既往棒哒！,0.44767845850986676,一般
质量杠滴,0.4817680090990051,一般
这本书也是同事推荐购买的，内容符合人教版材实际不仅能增加孩子课外阅读面知识很喜欢！后高年级还会继续。,0.99992988256601,喜欢
和语文教科书是同步的，平时做挺不错增加点知识量,0.9998460870795152,喜欢
第一次在京东上购书，希望是正品。,0.7927107848852396,喜欢
书还可以的，建议包装再结实一点,0.32670100925989465,不喜欢
最喜欢京东的物流了，完爆其他电商。,0.6180404110350423,喜欢
不错，是新版,0.9095508049852397,喜欢
奇文史笔红楼梦不知所谓,0.10405800435768153,不喜欢
书很好，值得拥有。,0.9891312403862931,喜欢
今生世深圳南山笨蛋少男女对你的么哒,0.7793174214782406,喜欢
是围棋老师推介买的，一直在练习这次比赛突飞猛进终于荣升二段了,0.9983833460079411,喜欢
书的内容趣味性十足、适合儿童从入门开始学习围棋。在做这套之前，我们先设计了葛老师卡通人物形象并将头像用封面和篇章页上配“心语”提示等贴话让各个年龄段小朋友,0.99999972124363,喜欢
质量不错，价格合理京东值得信赖。,0.9982314547657727,喜欢
京东购物方便快捷，送货速度杠的评价豆。,0.8974128211917655,喜欢
非常好的东西，下次还会买！,0.7434518547949199,喜欢
儿子就在葛道学围棋 买来做题,0.9878701100875894,喜欢
质量很高的死活题训练集。,0.9544676205975404,喜欢
买错了，难度有点高还得重,0.5073794854030188,一般
喜欢！,0.6994590939824207,喜欢
非常好。一直在京东购物！,0.8637186240659174,喜欢
很好。,0.7795229979671993,喜欢
不错。,0.8612132352941176,喜欢
送货挺快的 ，质量也不错,0.975792531602917,喜欢
绘本节活动京东自营也优惠多，非常棒质量好物流派送满意,0.9931947125906132,喜欢
书的破损挺大，包装也不太好,0.2388136123829433,不喜欢
诗歌都比较短小，内容丰富,0.9838740680908804,喜欢
感觉很好，精装版的一直在京东买,0.9497809711965549,喜欢
京东物流快，配送服务好！学习参考书。用健康的蔬菜粉代替色素小朋友喜欢,0.9999093526911894,喜欢
身体出现有什么不适轻松知道症状了，可以及时避免很多疾病的发生,0.9791735386628135,喜欢
为北邮计算机复试买的 考点都覆盖了课后题也很经典,0.9894696994304844,喜欢
很好的产品，京东自营让人信赖值得购买。如有质量问题退换货十分方便比实体店要,0.9161185547205157,喜欢
印刷质量很好！,0.6924906636640419,喜欢
书到了，还没看每天花一点时间我这个非会计专业的刺客养成之路开启,0.1618936586614289,不喜欢
虽然是做活动，这也太脏了三本书直接放在纸盒里发货。就算去年的边角撕裂和破损实明显很像退要不急用,0.0016177722791974603,不喜欢
"""本没有认真评论过，不知道浪费了多少豆这个福利的很错妥每次都写10字是第N在网_上买东西棒好厉害便宜质量物美价廉放心用开感觉瘾根停下来而且又全划算,方实惠包装也任何损坏会-直支持去。足出户就可以到所日常生活需要食、品及鲜水果简太合适基值得购特意分享给大家.一""",0.9998915395108238,喜欢
应该是盗版书，店家有点不地道了。,0.18419503295738848,不喜欢
"""京东这速度不服行！",0.4142845200825961,一般
,0.5262327818078083,一般
"书错，趁着4月份正式的教材上市前热身""",0.9730874770089268,喜欢
总是在京东买西，每一样都能及时送达质量好价格低导致我不喜欢用其他的网购平台宝贝性比很高之前还有对定最但具特别为孩子、家人物品考虑后选择所以信任希望再接厉做得更大提供多商和服务点赞！卖客仓管老板快递员反正够评。,0.4496253408299622,一般
"""音乐会曲目。学习者可由此对钢琴四手联弹的各类不同风格和演奏技术，有较明晰了解书亦作为多样性教补充材料",0.9998206257004594,喜欢
,0.5262327818078083,一般
"本集册品按家出生先后排序以初、中级程度主选31首第二在半部分编入莫扎特两鸣舒伯幻想汇种型异于一旨扩大视野让我们能更地并宽""",0.9942288056105808,喜欢
好读书，这样的更有价值和意义,0.9212105722591167,喜欢
以均衡认知负荷为研究目的，通过设计编码手段及实验证,0.9998539440113866,喜欢
很快，收到了。不错,0.9561311729684522,喜欢
还可以，发货速度比其他几本都要快,0.9783461994145808,喜欢
买了五本书，唯一品相良好的,0.9389406003755227,喜欢
不错，一如既往的好！,0.9836740559671003,喜欢
错误有点多?,0.4270270270270271,一般
不错。，很好,0.829056346472127,喜欢
还行吧,0.7194444444444446,喜欢
有点老旧了201版的,0.4225854356514732,一般
这是一本好书，值得推荐！,0.9239965002269436,喜欢
内容全面，易懂孩子说对高中学习有帮助。,0.9687992676216314,喜欢
中国语言文学库·典藏：高华年汉论稿，想要的书,0.9930189776521599,喜欢
东西很赞，相信京正品发货快派件员以后还会来的,0.9966189260436745,喜欢
学习,0.8347457627118644,喜欢
包装改进了！点一下赞,0.8842412752303471,喜欢
买了好多，虽然是平装但海豚花园的绘本内容还很经典这些适合4-6岁孩子看京东送货速度没得说现在基就都解决,0.9995943437202599,喜欢
塞北草原，自古乃夷狄聚居之地及至近代始沐华夏文明光。余生于斯长尝感学问不足欲访名师而可得盖此开化未久治者若凤毛菱角路通无法求人己转攻读史籍冀能解惑一二常书店惜处有大既觅网络肆如当亚马逊京东类经年所购几占满房积验论全非莫属外则宜评亦精价格公道邮递便捷态度亲切服务贴心推观留言友多甚慰吾孤以知优秀副其实矣狡欺百安千万？时世,0.9999999994334745,喜欢
"""我们总是感觉到，父母对自己的爱表现为一种控制希望孩子按照规定方式成长。因此常生出逃离原家庭冲动",0.9999952238965191,喜欢
,0.5262327818078083,一般
"但那样经也在个缺乏情交流大腾讯作者尼德罗曾谈80后9指责教养同时需要意识他以及历过多么特殊代（政治运频发集体凌驾于人）除了塑造竭力趋性格之外记忆中留下许隐形创伤继承上辈精神痛将这传递给合理却不正确绝、坚决愿再去受事慎又回反思否能把环境和压抑无带真拥有由而独立实所想价值""",0.9999999950426239,喜欢
很棒，质量好等待和宝贝一起读来了,0.9884901447178269,喜欢
超级有趣的书，不光孩子喜欢看大人也京东券很给力一直买,0.9937125110289073,喜欢
海豚绘本花园的书，经典,0.9830086067768243,喜欢
很棒的一套书，小朋友喜欢,0.9865150859125974,喜欢
生活离不开京东了，各种动剁手买快递真是无人能及而且小哥都超好,0.36697523647637775,不喜欢
很好的书划算，以后有活动还会入手开森！,0.9961182853476062,喜欢
很好，速度也快,0.956910636517817,喜欢
一直在京东买西，物流给力还便宜很多继续支持,0.8964240993112564,喜欢
好书，专业前沿正版信赖,0.9907932777135486,喜欢
一直在京东购买书籍，非常不错,0.9752146439879475,喜欢
很不错的书，送给小朋友也非常喜欢值得推荐。,0.9967186665480757,喜欢
哈孩子自己选的寒假读物,0.7658784291137238,喜欢
书收到了，内容很好孩子喜欢,0.9258163487680153,喜欢
非常好的书，物流很快给力,0.9173538796122581,喜欢
集齐中文版现存全套 估计一个礼拜看完6本,0.904841014316872,喜欢
孩子喜欢，小学生必读价格合适。,0.9702126814018619,喜欢
买了好几本，女儿寒假的书解决京东快捷又方便值得信赖。,0.9635629902597942,喜欢
比哈利波特可能还要好看一点 不过稍微更加低龄些,0.9966191827251826,喜欢
还可以哟，很喜欢开心对得起这个价格值评,0.9732918989270943,喜欢
十分不错，性价比高下次继续光顾,0.9935845027477266,喜欢
包装完好，物流很快非常满意,0.9686068258401532,喜欢
很ok,0.6732684101105153,喜欢
很不错…,0.9006816922432137,喜欢
！,0.5262327818078083,一般
喜欢，的书每本都爱看,0.9704260216434825,喜欢
很好，一直信赖京东！,0.9911022629015038,喜欢
很好的书，不错,0.9673591511957191,喜欢
质量不错，价格便宜京东送货很快！,0.9909190238173662,喜欢
配图和颜色很美！内容比较深，可能对于一个三岁的孩子来说有点懵懂但是总会得愿每都找到自己金,0.9985734048269358,喜欢
京东购物价格实惠流迅速，服务周到商品都很好质量棒哒每一次能买称心如意的宝贝无忧必须全五分评！,0.9950481733574384,喜欢
快递很给力，价格合适书的质量棒正版希望多搞活动哦服务也不错。,0.994817095476325,喜欢
现在买东西基本上都转战京了，大几千的书非常棒是正版质量很好包装也给力乎完无损特别表白快递员态度速第二天就到有还会当日以后继续支持,0.14113957087036477,不喜欢
东西确实都很不错的，已经是长期在这里购物了省多去逛超市时间生活上需要基本能买到还有每次翻牌子动诱人使得我们一又更简直停下来节奏！哈价格比体店便宜点现最重快递送家门口堪顺丰给个大赞以前没认真评过知道浪费少积分听说他10字可福利太好。妥条赚抵金用固定月京和鲜面各种品产质新自从发后对就量及稳只看运气,0.12053287245676025,不喜欢
为什么我喜欢京东购物，因可以当天买自己的商品明就到达客户家中所有评价都相同在西太多积累没最佩服还是流时晚上1点前动手指第二午送单位或者里刷卡付款。营挺保证售后问题打专属热线很赞一句话事儿直接门取件退更换新电个月货半年实体店弱爆了根本竞争力与提并论；比老铺街格省大截票子哈宝平基不逛城能合意超值些显市划算而且模样吃喝生活用哟小贝们快来选吧！既钱又节间~,0.23735899697798613,不喜欢
为什么我喜欢京东购物，因可以当天买自己的商品明就到达客户家中所有评价都相同在西太多积累没最佩服还是流时晚上1点前动手指第二午送单位或者里刷卡付款。营挺保证售后问题打专属热线很赞一句话事儿直接门取件退更换新电个月货半年实体店弱爆了根本竞争力与提并论；比老铺街格省大截票子哈宝平基不逛城能合意超值些显市划算而且模样吃喝生活用哟小贝们快来选吧！既钱又节间,0.23735899697798613,不喜欢
今天刚到的，抢了京东神券一下买好多还没来及给孩子读希望他喜欢。,0.9289504545959841,喜欢
不错，一直用京东信赖！,0.9949108148929584,喜欢
东西一般。物流太慢，北京发的货以为在贵州有仓库！,0.02227176798287689,不喜欢
纸质不错呢，很喜欢～可以的。,0.9619149372801231,喜欢
书封面有些许灰尘，质量可以价格实惠快递速度很满意。,0.9948265991393388,喜欢
封面有些许灰尘，质量可以价格实惠快递速度很满意。,0.9922578037251959,喜欢
收到了，宝贝完好无损纸张厚实一定过。直支持京东什么都在这里买基本今天明狂热者！,0.9056673790106448,喜欢
"""汉语： 我来打酱油的。",0.9642971789056206,喜欢
,0.5262327818078083,一般
"英I'mgointbuyseac.日醤を买いにただけぜ韩?德hSjkf法prdq俄Япришлазсоевыму荷兰w西班牙vl意大利""",0.8921959860946527,喜欢
非常不错的，七月份印刷有上半年题希望能考过加油,0.9566953193775823,喜欢
挺不错的，七月份印刷有上半年题希望能考过,0.8674447029862791,喜欢
不错的啊，考点都挺全有感觉买吧！,0.9444371325648856,喜欢
还可以，不错哟哈?,0.8830153175079881,喜欢
不错的成人书，很涨知识？读了收获大京东买质量有保证值得后也阅,0.999852668880659,喜欢
很好，在京东给儿子买了还多书！满意,0.9692560877317294,喜欢
印刷质量好，考点、题和精讲便于学习提高物流速度快服务态很。,0.999726948632495,喜欢
送货快，递小哥服务好给孩子买的希望对有帮助。,0.9931810902806213,喜欢
很好用，里面的小本子,0.8118764261776993,喜欢
不错，以后继续在京东买,0.8709211345181043,喜欢
给孩子买了全套资料，这本连包装都没有打开！,0.332676711503198,不喜欢
速度快，递员服务好！东西不错很满意,0.9956445225585849,喜欢
物流很快。,0.880724359879773,喜欢
经常在京东上购物，价格实惠流超快赞一下！,0.9997398474409154,喜欢
字迹清晰，纸张质量也不错。,0.8740577167906082,喜欢
书很好，快递员给力我满意！,0.7027190163690298,喜欢
好书，结束清楚价格合适！评,0.8104638412881968,喜欢
这本书也可以，学习一下剪力墙,0.788763661767034,喜欢
还是很喜欢的啊。比较详细买了两本,0.8450726346284558,喜欢
不详细比较模糊,0.3494057287695017,不喜欢
一直都喜欢在京东购买西，生活用品办公要什么第-想到就是!又快方便给我们的带来太多利了打开手机轻动指头把搜马上出然后下单支付家坐等收货行除不管发速度和包质量还商无可挑剔必须32个赞,0.985522586431685,喜欢
我要长高在朋友家看的 感觉很好就特意买了一套结果书名主题都是内容真不敢恭维韩国什么思逻辑啊有点糟糕,0.5530337553069387,一般
综合基础知识，质量很好京东做的也赞一个,0.9972992428750918,喜欢
宝贝挺好的，物美价廉！值得拥有接下来就是努力看完…,0.9990434352471792,喜欢
非常棒!一打开就高兴，内容清楚设计好彩色互联网+,0.9896389495559296,喜欢
帮别人买的 表示很满意,0.8513274041375999,喜欢
书不错，很快就到了递小哥也敬业赞,0.9990376372289966,喜欢
京东速度很快，服务好。质量也还打折比书店的便宜多送货上门,0.9684950969994112,喜欢
也有不少帮助。…,0.5728087472096748,一般
很好 给女朋友买的内容全也祝贺她能考上事业单位,0.9918801927576913,喜欢
此书要是在店买就很贵。京东实惠还看想考事业单位的童鞋们首先,0.8516001821276911,喜欢
书的质量不错，内容大概翻阅了一下很精炼马上就考试要抓紧时间开始看啦,0.9998569405661697,喜欢
买本书来充实自己。内容很详细按照步骤，完全没问题加油,0.9870666397497703,喜欢
感觉书里写的很跳跃，自己做应用有点哦。,0.541267451250867,一般
很好，喜欢物理给力！,0.810928909834853,喜欢
挺好的一本书，但是目前cos已经更新可以用来学习些概念性东西。,0.9949751941349521,喜欢
感觉比较精炼，没有废话可以入手,0.8586411714711629,喜欢
专业知识充电准备的，配送很快。,0.952676181326328,喜欢
快递很 包装好没有损坏正版,0.20122639406341825,不喜欢
质量不错，就是没包邮,0.34985058697852944,不喜欢
还没来看呢。,0.4607217836255264,一般
很不错，。,0.9588804843258092,喜欢
非常好，每次都很满意,0.9342708306558616,喜欢
NB/T?42091—6电化学储能站用锂离子池技术规范,0.6337193355855929,喜欢
由于文化差异，外国人并不能很好理解中医。,0.9189045523401849,喜欢
读者好评插图精致超值特惠畅游必备,0.998868720029506,喜欢
京东618购入的书籍，价格很实惠一下这买么多都是朋友推荐阅读看完了再来追评,0.9979993502584393,喜欢
书籍本身完好无损，包装精美物流迅速卖家态度值得一看。,0.9496391149285092,喜欢
京东物流一如既往的快速！但是书籍类递包装还差劲，就只有个薄塑料袋所以经常会导致本封面褶皱脊处破损。之前在某宝网买时气泡膜裹为节省成也不至于牺牲顾客体验代价吧？作购份子希望可做更好and小哥态度很啊给赞,0.9984489478716545,喜欢
听说这个真的很不错，就买了选试卷版为好用拿它也是分两册一完全仿模拟题样子解析满意但人比较懒还没开始,0.9999995708655965,喜欢
很全面，题目解答有不说就连贴心的生活建议和利用明也摆上了～吼棒喔！,0.9920514528760014,喜欢
准备考研，希望这些书对有帮助。,0.9858436879490915,喜欢
很棒，物流快书也好感觉比某宝还实惠一些这本分成三小,0.9731446602130192,喜欢
书是正版，印刷清晰卷子和考试的一样还附带张答题卡很规范。解析也楚重点标识分明看起来舒服就京东快递包装应该加强下什么保护措施都没有本容易损坏但满意物流态度如既往支持,0.9998271927544636,喜欢
"""应该有好多人跟我一样犹豫怎么买英语真题材料，也查了很相关的舆论现在拿到手说下感觉。其实市面上用最就黄皮书和这款考研别小众型可能不错,但两本已经以涵盖同群:对于基础适合快节奏高效率像种刚过四级来所选择偏还是点吃力楼起微尘自己斤数心里信巩固绝没差谦虚吧要怕哕嗦麻烦纸质""",0.9999238967985289,喜欢
很精简，划算的东西。非常满意,0.9888342807875786,喜欢
很多人推荐买的，个也看了相关内容不错,0.9955256754988192,喜欢
很适合前期的复习。满意,0.9991565522801027,喜欢
昨晚才下单，上午就收到书超赞的物流,0.42046726076760643,一般
虽然物流慢了点，但是京东的态度还绝对好给个赞,0.6961536384511152,喜欢
教师节礼物，非常好推荐购买。,0.9822387583551928,喜欢
这本书真好，完无损,0.6501599567165876,喜欢
教辅书内容丰富，方便学习,0.7403540768381452,喜欢
京东物流就是给力，好评,0.4631860478095805,一般
挺好。,0.8284246220999102,喜欢
轻巧便捷的一本词汇书！分类挺好，看着就很喜欢记忆起来也感觉松快了许多。每天学习任务布置合理,0.9999979644397513,喜欢
包括了2018年的最新真题。内容很颖全面，每天学习任务科有序自起来应对如非常不错书！,0.9997224705751857,喜欢
内容讲解细腻，每天任务清晰学习起来轻松自如。很喜欢这套机工版的周计划买全了一！,0.9985009986186472,喜欢
封面清新大方，里内容精湛晰周计划详细到每天任务量。非常喜欢这套书！,0.9997933832446227,喜欢
内容是最新的，同时这个周计划很好每天学习任务轻松有序非常喜欢。,0.991370139426248,喜欢
好书，内容多实用性比较强纸张也不错！,0.8022608460435646,喜欢
包装也是醉了，外破损书上的塑封！,0.0214138387589754,不喜欢
书的印刷质量都很棒，让人爱不释手！1?就是购季囤好慢读,0.9876595516969465,喜欢
还不错，打折时候买的…,0.7688821928518458,喜欢
不错的，配送速度很快服务态好在京东商城买西就是爽啊。加油,0.9995928000881887,喜欢
快递小哥服务非常好，满意！,0.49190160494932356,一般
送货很快，商品好！喜欢极了,0.9645951238989345,喜欢
京东活动买图书优惠，一下子了十几本希望对学习有帮助。物流很给力晚上单第二天午就送到家赞个！,0.8267492341577082,喜欢
包装很好，书的质量可以大概翻了几页图文并茂讲解也详尽期待是自己想要内容,0.9980528162677922,喜欢
还是可以的，深入浅出比较适合初学者,0.9990948237671412,喜欢
"""这本书对低幼启蒙是很好的，种草了久趁着活动下单划算送给小宝当生日礼物。",0.9997002051030146,喜欢
,0.5262327818078083,一般
"人第一课从简字母、数认知开始其实学像形而之印象加深方法图文内容有趣能够吸引注意力又不会觉得太难""",0.9998349076755506,喜欢
适合亲子阅读的书，性价比高活动更给力京东买就是划算！送货速度也快递态很好,0.9996549414388203,喜欢
东西很好哦，比超市便宜一直在京买送货速度快服务信任还会再次购的～,0.9975275952717774,喜欢
横版的设计很不错，封面好看孩子喜欢。谱线间距够宽适合小初学可以就买了一本,0.9976532090843921,喜欢
这本货没到，大概拣的急多发了同等价位另外一看在人员辛苦份上就不追究吧,0.0973902376089264,不喜欢
因为没有内容介绍，买回来才知道是空白的只能给孩子以后学音乐时练习写谱用了。,0.18858915708297042,不喜欢
那个小朋友选音乐用的，线很宽非常不错适合,0.9587246073120888,喜欢
很喜欢京东，每次都买好多西。书老大二的是,0.9516162041352494,喜欢
非常好的书呢，适合初学声乐小盆友习使用,0.6322601530162443,喜欢
这个五线谱本是很晚了，还喜欢妈爱美支持京东相信,0.8329828874921313,喜欢
家中的多数用品现在已经完全依赖京东了，性价比超高送货神速赞,0.9999603241045398,喜欢
一本非常满意的书，值得细读。,0.9816642006731295,喜欢
2015年考过一次，工商管理了线今天想再报名拿这本当复习回顾还不错我觉得仅限于如果没看教材直接靠个估计现实里面有很多点解析但是基础知识够难去的所以非经济专业人士先来书好些几率大祝家试顺利！两色印刷重都蓝标比较显眼赞,0.9999999983969148,喜欢
经济学基础知识点真的是包罗万象，晦涩难懂之前考过一次差了两分复习程觉得度较大。这专门买个书来看里会先做情析概括后详解还有题很全面不些都在你熟教材上进行如果想跳直接从本边然我可能！所以读再更好,0.9999999434545624,喜欢
很好，就是18年考试教材9貌似还没出来。比~便宜太多支持京东,0.977407832789544,喜欢
18年的，不过估计也变化大经济学已定型科了教材成啥样。,0.9916077723548828,喜欢
不错，,0.8612132352941176,喜欢
还不错，纸张质量好讲解很细有划重点。,0.9884651215259467,喜欢
终于收到我需要的宝贝了，东西很好价美物廉谢掌柜！说实在这是~购来让最满意一次。无论态度还对品都非常专业热情有问必答回复也快不少题他觉得烦会认真点向表示由衷敬样可多再正时候包装完整打开后惊喜比想象中竖起大拇指下麻给个优惠哦,0.9994901240895283,喜欢
这书到底是不正版！误人子弟嘛我基础好 ，都发现?上的错如此明显刚看了几页就问题第65、翻2答案解释一下怎么产生输入？印刷还指着导进步呢气手抖,0.00011449218284775853,不喜欢
17年的。骗人，能退么？！,0.02694059355726619,不喜欢
满减活动购买，超级合算京东给力相信一如既往意,0.987186485839865,喜欢
